payment_id,customer_id,staff_id,rental_id,amount,payment_date
19661,279,1,13105,7.99,2022-02-18T11:57:42.442683+00:00
19662,279,1,13233,2.99,2022-05-11T19:29:15.615051+01
19663,279,2,13588,4.99,2022-03-04T09:41:31.084680+00:00
19664,279,2,14206,2.99,2022-03-22T06:51:14.156332+00:00
19665,279,1,14714,3.99,2022-06-07T18:41:13.286914+01
19666,279,1,14779,5.99,2022-07-08T12:14:32.445179+01
19667,279,1,14789,4.99,2022-01-26T09:48:44.562268+00:00
19668,279,2,15580,6.99,2022-04-08T11:47:42.524327+01
19669,279,1,15606,2.99,2022-03-28T05:37:47.5166+01
19670,280,1,10847,9.99,2022-06-15T14:33:58.936182+01
19671,280,1,11366,4.99,2022-06-27T07:25:28.593758+01
19672,280,1,11517,2.99,2022-02-24T15:03:24.761316+00:00
19673,280,1,12053,4.99,2022-02-21T09:35:52.071104+00:00
19674,280,1,12849,5.99,2022-04-02T12:43:48.622813+01
19675,280,2,13231,9.99,2022-03-26T14:43:03.371750+00:00
19676,280,1,13321,4.99,2022-05-14T02:06:03.798186+01
19677,280,1,13667,4.99,2022-07-16T15:35:32.760914+01
19678,280,2,15036,2.99,2022-02-20T06:13:02.996511+00:00
19679,280,1,15312,4.99,2022-06-08T07:55:56.290839+01
19680,280,2,15554,5.99,2022-03-12T09:15:58.439091+00:00
19681,280,2,15950,5.99,2022-07-22T14:40:27.404828+01
19682,281,1,13641,2.99,2022-04-13T01:05:09.219111+01
19683,281,1,14196,1.99,2022-07-18T13:34:15.512935+01
19684,282,2,11226,2.99,2022-04-11T22:20:54.014168+01
19685,282,1,13278,2.99,2022-06-22T15:13:49.140404+01
19686,282,2,13749,2.99,2022-02-22T03:24:06.987926+00:00
19687,282,2,15543,4.99,2022-04-22T07:36:22.783126+01
19688,283,1,11637,0.99,2022-03-22T01:31:18.906137+00:00
19689,283,2,11846,2.99,2022-03-03T03:54:19.915927+00:00
19690,283,2,11966,0.99,2022-06-30T08:00:26.731691+01
19691,283,1,12290,6.99,2022-03-07T18:03:27.505835+00:00
19692,283,1,13229,2.99,2022-04-11T00:46:15.340112+01
19693,283,1,15837,2.99,2022-01-29T23:21:10.158804+00:00
19694,284,1,10396,7.99,2022-06-11T05:29:36.82867+01
19695,284,1,10535,4.99,2022-05-12T19:01:28.468761+01
19696,284,2,12162,3.99,2022-06-18T05:53:51.719167+01
19697,284,1,14007,5.99,2022-06-02T22:55:07.3099+01
19698,284,1,14648,4.99,2022-04-30T04:56:27.722825+01
19699,284,2,14746,4.99,2022-07-26T01:35:10.820689+01
19700,284,1,14921,4.99,2022-07-16T13:59:45.830688+01
19701,284,2,15135,3.99,2022-05-25T05:12:03.39413+01
19702,285,1,10493,5.99,2022-03-30T04:54:44.187104+01
19703,285,2,10628,2.99,2022-06-23T22:55:42.171733+01
19704,285,1,10641,4.99,2022-04-14T06:17:57.581126+01
19705,285,1,12027,8.99,2022-02-18T08:12:11.392647+00:00
19706,285,1,12444,0.99,2022-06-06T18:18:48.310053+01
19707,285,1,12449,0.99,2022-04-26T05:08:52.444182+01
19708,285,2,12687,9.99,2022-01-27T18:13:36.930059+00:00
19709,285,2,13102,7.99,2022-06-21T16:15:44.469379+01
19710,285,2,15251,0.99,2022-02-08T17:02:46.078956+00:00
19711,285,1,15489,4.99,2022-02-07T21:36:48.061894+00:00
19712,286,2,11670,0.99,2022-07-19T17:34:34.028921+01
19713,286,2,12595,0.99,2022-04-27T17:33:34.912594+01
19714,286,1,12656,0.99,2022-05-14T04:04:46.964928+01
19715,286,2,13635,5.99,2022-01-24T17:39:54.179259+00:00
19716,286,1,13975,4.99,2022-04-11T02:20:57.11629+01
19717,286,1,14905,0.99,2022-03-15T03:26:26.058709+00:00
19718,286,2,15629,4.99,2022-07-24T23:26:32.198726+01
19719,287,2,10574,2.99,2022-07-23T02:12:02.120338+01
19720,287,2,10807,4.99,2022-07-15T18:01:28.620557+01
19721,287,2,11106,4.99,2022-07-02T21:53:36.798913+01
19722,287,1,11716,4.99,2022-03-06T08:10:23.225831+00:00
19723,287,2,12861,2.99,2022-03-09T10:05:57.477852+00:00
19724,287,2,14715,6.99,2022-04-17T04:54:56.562968+01
19725,287,2,15076,1.99,2022-07-22T03:52:32.107317+01
19726,287,1,15084,4.99,2022-03-15T05:01:43.161506+00:00
19727,287,2,15127,0.99,2022-06-27T16:01:03.113529+01
19728,287,1,15614,2.99,2022-07-26T03:59:48.379975+01
19729,288,1,10927,9.99,2022-05-20T13:03:13.200589+01
19730,288,2,11952,2.99,2022-04-01T20:29:23.196452+01
19731,288,1,12134,1.99,2022-06-01T06:17:47.558963+01
19732,288,1,13219,2.99,2022-06-15T08:29:15.584176+01
19733,288,1,13227,0.99,2022-03-05T12:22:27.521359+00:00
19734,288,2,13363,2.99,2022-02-09T07:41:31.347103+00:00
19735,288,2,14113,0.99,2022-05-05T03:14:11.242663+01
19736,288,2,14756,0.99,2022-02-14T22:59:24.398526+00:00
19737,288,2,15058,2.99,2022-03-01T18:24:33.059250+00:00
19738,288,1,15119,2.99,2022-02-23T10:22:17.467135+00:00
19739,289,2,10297,7.99,2022-02-27T04:55:30.017668+00:00
19740,289,1,12158,1.99,2022-04-05T03:52:00.019543+01
19741,289,1,12170,0.99,2022-06-23T09:58:36.162403+01
19742,289,2,12558,7.99,2022-02-28T14:52:57.054003+00:00
19743,289,2,13165,0.99,2022-04-10T21:59:38.337921+01
19744,289,2,13211,0.99,2022-04-04T11:17:37.132619+01
19745,289,2,13256,9.99,2022-06-22T03:15:00.776818+01
19746,289,2,13336,5.99,2022-05-04T19:09:34.361923+01
19747,289,2,13891,6.99,2022-06-12T21:53:15.083734+01
19748,289,1,14087,0.99,2022-03-13T19:20:19.606731+00:00
19749,289,2,14729,4.99,2022-01-31T01:39:25.058984+00:00
19750,289,2,14917,4.99,2022-05-11T19:02:26.186298+01
19751,290,1,10901,2.99,2022-07-11T21:26:46.670346+01
19752,290,1,11596,6.99,2022-05-09T12:59:27.077742+01
19753,290,2,12193,3.99,2022-05-31T06:54:04.867101+01
19754,290,2,12778,4.99,2022-04-08T13:17:01.179753+01
19755,290,2,13190,1.99,2022-07-01T10:16:29.141661+01
19756,290,1,13367,2.99,2022-04-23T17:10:10.779357+01
19757,290,2,13687,2.99,2022-04-28T02:32:20.326006+01
19758,291,1,10463,4.99,2022-07-17T19:33:01.712364+01
19759,291,2,11145,0.99,2022-04-06T04:36:09.157226+01
19760,291,1,13665,5.99,2022-02-14T01:52:47.139622+00:00
19761,291,2,14241,4.99,2022-04-26T04:38:40.308646+01
19762,291,2,15663,3.99,2022-07-10T17:31:28.363901+01
19763,292,1,11193,4.99,2022-04-12T22:16:00.0771+01
19764,292,1,12739,10.99,2022-03-19T18:14:23.218959+00:00
19765,292,1,13715,2.99,2022-05-16T15:17:30.360836+01
19766,292,1,14499,0.99,2022-03-10T04:36:39.649675+00:00
19767,292,2,14845,4.99,2022-04-24T01:19:21.939995+01
19768,292,1,15117,2.99,2022-03-29T18:39:37.163989+01
19769,293,2,11131,1.99,2022-06-06T06:09:43.64425+01
19770,293,1,11576,2.99,2022-05-09T10:32:26.29936+01
19771,293,2,13013,6.99,2022-05-31T01:23:12.467701+01
19772,293,1,13029,2.99,2022-05-07T10:53:19.880237+01
19773,293,2,13504,5.99,2022-05-26T19:33:44.463047+01
19774,293,1,13817,4.99,2022-05-25T00:53:11.345777+01
19775,293,1,14248,6.99,2022-05-01T14:34:01.016769+01
19776,293,1,15258,4.99,2022-04-12T09:33:37.726961+01
19777,293,1,15402,8.99,2022-04-10T17:13:53.700664+01
19778,293,1,15508,7.99,2022-07-22T02:29:11.7035+01
19779,293,2,15675,5.99,2022-03-04T03:10:00.589597+00:00
19780,294,1,10551,6.99,2022-07-05T23:45:03.099452+01
19781,294,2,10600,2.99,2022-05-19T05:24:10.102932+01
19782,294,2,10642,4.99,2022-04-04T03:02:57.341058+01
19783,294,2,11071,2.99,2022-07-15T17:50:17.814787+01
19784,294,1,11390,2.99,2022-03-27T00:25:29.428747+00:00
19785,294,2,11875,4.99,2022-02-12T10:49:47.130143+00:00
19786,294,2,11981,2.99,2022-02-27T09:34:00.340966+00:00
19787,294,1,12278,5.99,2022-03-15T07:35:21.663826+00:00
19788,294,1,14474,2.99,2022-03-15T05:36:14.786446+00:00
19789,294,2,14630,7.99,2022-01-30T12:39:09.641986+00:00
19790,294,1,15839,5.99,2022-06-08T00:21:34.114597+01
19791,295,1,10349,3.99,2022-04-22T06:46:34.29112+01
19792,295,2,11083,4.99,2022-03-06T18:10:25.573961+00:00
19793,295,2,11913,5.99,2022-07-10T03:38:16.803642+01
19794,295,2,12041,4.99,2022-03-13T00:39:55.059382+00:00
19795,295,1,12383,0.99,2022-04-08T11:38:28.720141+01
19796,295,1,14264,0.99,2022-04-16T04:02:06.591411+01
19797,295,1,14387,6.99,2022-04-17T08:08:57.386727+01
19798,295,1,14514,6.99,2022-02-14T17:14:23.529977+00:00
19799,296,2,11571,4.99,2022-02-13T02:01:26.353157+00:00
19800,296,2,11825,4.99,2022-06-06T09:27:20.262476+01
19801,296,2,12689,3.99,2022-02-15T03:10:42.413566+00:00
19802,296,2,13471,2.99,2022-01-30T00:46:22.908088+00:00
19803,296,1,13702,2.99,2022-06-05T23:56:01.908773+01
19804,296,1,13819,4.99,2022-06-30T15:01:16.328152+01
19805,296,1,13991,1.99,2022-02-04T12:27:20.435312+00:00
19806,296,2,14571,7.99,2022-04-02T08:23:55.813584+01
19807,296,2,15023,2.99,2022-02-09T00:49:15.093503+00:00
19808,296,2,15866,7.99,2022-02-16T16:15:40.555357+00:00
19809,297,2,10264,4.99,2022-05-11T21:27:26.47209+01
19810,297,2,11269,0.99,2022-07-18T11:47:32.367726+01
19811,297,2,11413,0.99,2022-05-30T15:37:19.043835+01
19812,297,2,11585,4.99,2022-03-11T23:22:19.826185+00:00
19813,297,1,11780,2.99,2022-04-17T01:31:11.85455+01
19814,297,1,11784,0.99,2022-01-26T21:25:50.413534+00:00
19815,297,1,12472,10.99,2022-03-06T06:14:58.537038+00:00
19816,297,1,13330,2.99,2022-04-19T00:14:50.521071+01
19817,297,2,13721,4.99,2022-06-11T11:02:35.219234+01
19818,297,1,13888,1.99,2022-04-08T09:26:31.484142+01
19819,297,1,14403,5.99,2022-06-18T02:47:30.615194+01
19820,297,2,15582,2.99,2022-01-29T02:20:32.774683+00:00
19821,297,1,15711,4.99,2022-05-23T15:18:32.303042+01
19822,298,2,10248,6.99,2022-07-03T14:58:45.103003+01
19823,298,1,11070,0.99,2022-03-09T06:42:32.301012+00:00
19824,298,2,11288,6.99,2022-05-29T12:31:26.607756+01
19825,298,2,12076,0.99,2022-03-22T11:57:52.782965+00:00
19826,298,1,12765,8.99,2022-03-22T04:24:29.965680+00:00
19827,298,1,13172,0.99,2022-07-12T06:04:31.458728+01
19828,298,1,13244,4.99,2022-05-13T00:37:15.011866+01
19829,298,2,14473,0.99,2022-04-27T06:59:46.294288+01
19830,298,1,15245,3.99,2022-04-08T02:29:22.207351+01
19831,298,2,15262,4.99,2022-04-28T17:58:25.77219+01
19832,298,1,15643,4.99,2022-02-23T03:42:07.927976+00:00
19833,299,2,10440,2.99,2022-05-14T11:40:48.261738+01
19834,299,1,11629,6.99,2022-05-14T01:35:23.068574+01
19835,299,1,11746,5.99,2022-03-11T16:29:50.728073+00:00
19836,299,1,11998,0.99,2022-02-17T14:20:20.104078+00:00
19837,299,1,13069,4.99,2022-03-28T11:43:31.871731+01
19838,299,2,14208,0.99,2022-02-01T03:17:31.850063+00:00
19839,299,1,14548,3.99,2022-06-30T02:09:21.10816+01
19840,299,2,14889,4.99,2022-03-10T18:04:01.683029+00:00
19841,299,2,14898,6.99,2022-03-29T07:38:09.228011+01
19842,300,1,10977,4.99,2022-03-16T07:16:22.360782+00:00
19843,300,2,12484,2.99,2022-07-09T09:27:53.76401+01
19844,300,2,12644,5.99,2022-04-22T12:41:55.949418+01
19845,300,2,13257,3.99,2022-03-29T14:19:17.545843+01
19846,300,1,13296,0.99,2022-05-22T04:15:55.628137+01
19847,300,2,13499,6.99,2022-04-08T19:59:05.573085+01
19848,300,1,13717,5.99,2022-06-12T03:50:53.094461+01
19849,300,1,14674,7.99,2022-06-04T07:36:51.479394+01
19850,300,1,14709,9.99,2022-06-18T12:20:18.220202+01
19851,300,2,15051,2.99,2022-06-11T20:22:03.910838+01
19852,300,2,15811,5.99,2022-02-16T00:18:57.531415+00:00
19853,301,1,10883,0.99,2022-07-05T08:34:17.92148+01
19854,301,2,13183,5.99,2022-06-27T02:36:10.14322+01
19855,301,2,13633,2.99,2022-04-07T18:05:33.42124+01
19856,301,1,15201,10.99,2022-06-01T15:41:10.851107+01
19857,301,1,15268,1.99,2022-03-25T04:08:53.692224+00:00
19858,302,2,10329,0.99,2022-02-11T01:08:51.188863+00:00
19859,302,1,12126,7.99,2022-06-09T14:28:29.282165+01
19860,302,2,12516,4.99,2022-05-14T18:23:40.838844+01
19861,302,1,12903,2.99,2022-07-18T21:51:59.521832+01
19862,302,1,13916,2.99,2022-03-13T23:16:38.330344+00:00
19863,302,1,14120,4.99,2022-07-20T19:24:01.744873+01
19864,302,2,14247,3.99,2022-07-04T20:34:13.220567+01
19865,302,2,15578,2.99,2022-03-15T07:46:26.960463+00:00
19866,302,1,15622,5.99,2022-02-18T02:35:14.070298+00:00
19867,302,2,15734,0.99,2022-07-20T01:40:58.931672+01
19868,302,2,15987,6.99,2022-07-19T06:24:47.358446+01
19869,303,1,11253,4.99,2022-05-27T02:03:10.893468+01
19870,303,2,11673,2.99,2022-07-04T07:38:17.541824+01
19871,303,2,11993,2.99,2022-02-22T00:17:15.406005+00:00
19872,303,2,12117,0.99,2022-06-09T06:42:06.61469+01
19873,303,1,12365,0.99,2022-04-02T03:47:13.03096+01
19874,303,2,12473,2.99,2022-06-20T14:51:43.922924+01
19875,303,1,14750,5.99,2022-02-05T06:12:14.837563+00:00
19876,303,2,14795,4.99,2022-05-29T16:04:41.437891+01
19877,303,1,15511,3.99,2022-01-26T06:19:36.155054+00:00
19878,304,1,10631,0.99,2022-05-24T08:12:06.859429+01
19879,304,2,11983,4.99,2022-02-10T17:56:49.374910+00:00
19880,304,1,12540,5.99,2022-07-04T01:59:07.539211+01
19881,304,2,13911,3.99,2022-07-14T20:27:51.374255+01
19882,304,1,14023,0.99,2022-06-12T08:00:52.867892+01
19883,304,1,14899,4.99,2022-07-08T04:27:30.562505+01
19884,304,1,14945,4.99,2022-04-29T18:55:48.206998+01
19885,305,2,10426,4.99,2022-06-10T05:52:18.730475+01
19886,305,2,10929,4.99,2022-05-17T23:06:22.123618+01
19887,305,1,10981,2.99,2022-07-21T12:13:32.50118+01
19888,305,2,11035,5.99,2022-05-22T08:05:30.498378+01
19889,305,2,11809,3.99,2022-04-22T08:26:04.058166+01
19890,305,2,12592,3.99,2022-07-27T08:49:28.895489+01
19891,305,2,12846,0.99,2022-03-13T01:17:14.403992+00:00
19892,305,1,13782,4.99,2022-04-25T17:07:37.635798+01
19893,305,2,15417,2.99,2022-04-03T11:44:32.085209+01
19894,305,1,15612,6.99,2022-05-24T22:53:05.684221+01
19895,306,2,10893,5.99,2022-06-27T10:17:14.946357+01
19896,306,2,11142,4.99,2022-06-23T08:20:08.565959+01
19897,306,1,11440,0.99,2022-03-02T02:58:38.719624+00:00
19898,306,2,11674,6.99,2022-07-10T12:41:52.619797+01
19899,306,2,11776,0.99,2022-06-11T23:05:24.303222+01
19900,306,1,12225,7.99,2022-02-22T22:37:10.698691+00:00
19901,306,1,12989,2.99,2022-03-16T15:10:06.862922+00:00
19902,306,1,13686,4.99,2022-03-22T01:11:28.892594+00:00
19903,306,2,13725,5.99,2022-03-06T22:38:22.210278+00:00
19904,306,1,13873,0.99,2022-05-29T03:55:49.974711+01
19905,306,1,13996,4.99,2022-01-30T01:34:03.758248+00:00
19906,306,1,15457,2.99,2022-03-16T22:23:03.196938+00:00
19907,306,2,15868,7.99,2022-04-15T08:38:53.733645+01
19908,307,1,10374,0.99,2022-03-19T16:08:06.504577+00:00
19909,307,1,10745,2.99,2022-07-05T15:04:38.897382+01
19910,307,1,11491,7.99,2022-04-12T05:50:48.870887+01
19911,307,2,12391,4.99,2022-05-20T22:25:01.886362+01
19912,307,2,13365,6.99,2022-07-09T14:32:03.216961+01
19913,307,1,14231,0.99,2022-03-05T20:53:46.203340+00:00
19914,307,2,15515,4.99,2022-05-09T13:53:06.38787+01
19915,308,1,10571,2.99,2022-04-19T19:12:22.243546+01
19916,308,2,10797,0.99,2022-04-12T14:08:24.643414+01
19917,308,1,10819,4.99,2022-05-15T03:06:40.152919+01
19918,308,1,11765,2.99,2022-07-01T13:07:37.109695+01
19919,308,1,11972,4.99,2022-04-23T23:20:14.984252+01
19920,308,2,12567,3.99,2022-04-20T16:23:04.789621+01
19921,308,1,12590,6.99,2022-01-27T01:56:21.534079+00:00
19922,308,2,12838,6.99,2022-02-22T01:42:30.012311+00:00
19923,308,1,13843,2.99,2022-06-28T03:50:41.280045+01
19924,308,2,14946,2.99,2022-03-10T09:13:04.890344+00:00
19925,308,1,15243,4.99,2022-07-18T21:50:54.724775+01
19926,308,2,15493,4.99,2022-03-19T20:30:25.960994+00:00
19927,308,2,15820,2.99,2022-04-26T05:23:51.861289+01
19928,309,1,10458,2.99,2022-03-08T08:44:17.857548+00:00
19929,309,1,10728,0.99,2022-06-18T09:23:06.060836+01
19930,309,1,10818,2.99,2022-03-05T12:42:16.805995+00:00
19931,309,2,11964,6.99,2022-07-19T03:18:25.375136+01
19932,309,2,13021,5.99,2022-04-30T04:06:26.799118+01
19933,309,2,13502,0.99,2022-04-02T05:14:44.608816+01
19934,309,2,13909,4.99,2022-04-13T05:11:20.108868+01
19935,309,2,14846,5.99,2022-06-09T09:13:23.507454+01
19936,309,2,15422,4.99,2022-02-17T05:46:16.749805+00:00
19937,310,2,11137,2.99,2022-03-23T19:52:06.303623+00:00
19938,310,2,12500,4.99,2022-03-24T07:05:01.959097+00:00
19939,310,2,12710,7.99,2022-07-02T01:12:40.727421+01
19940,310,1,12929,4.99,2022-03-09T07:59:04.607175+00:00
19941,310,1,14972,5.99,2022-07-26T00:32:15.028207+01
19942,311,2,10448,4.99,2022-04-22T17:35:53.616181+01
19943,311,1,12997,2.99,2022-04-18T17:56:52.131541+01
19944,311,2,13310,0.99,2022-06-10T15:34:51.344+01
19945,311,2,13423,1.99,2022-04-15T04:01:26.131856+01
19946,311,2,14517,4.99,2022-04-15T16:50:52.379289+01
19947,311,2,15826,9.99,2022-06-14T04:01:27.666365+01
19948,311,1,16020,8.99,2022-06-11T02:26:18.265379+01
19949,312,2,10858,2.99,2022-03-30T16:58:16.682767+01
19950,312,2,11248,0.99,2022-03-22T21:42:39.160972+00:00
19951,312,2,11879,5.99,2022-03-28T07:39:00.699426+01
19952,312,1,12186,2.99,2022-07-04T02:25:57.034504+01
19953,312,1,12945,0.99,2022-03-05T09:19:01.257709+00:00
19954,312,2,14362,2.99,2022-06-08T15:48:06.988489+01
19955,312,1,14504,3.99,2022-07-09T16:15:20.439024+01
19956,312,1,15100,4.99,2022-02-22T15:59:19.296010+00:00
19957,312,1,15882,6.99,2022-03-24T06:46:52.364863+00:00
19958,313,2,10237,5.99,2022-07-15T03:29:34.591933+01
19959,313,2,10933,7.99,2022-05-13T16:39:39.278441+01
19960,313,2,11854,2.99,2022-06-22T00:56:20.120968+01
19961,313,2,12011,2.99,2022-02-06T03:59:02.003469+00:00
19962,313,2,14250,2.99,2022-06-20T00:30:32.12804+01
19963,313,1,14325,4.99,2022-05-03T11:04:57.212295+01
19964,313,2,15081,2.99,2022-06-22T05:55:40.573261+01
19965,313,1,15340,0.99,2022-07-22T10:45:07.963799+01
19966,313,2,15569,6.99,2022-04-04T04:58:02.94804+01
19967,314,2,11908,3.99,2022-03-02T23:30:26.744997+00:00
19968,314,1,12434,0.99,2022-04-15T05:25:45.094199+01
19969,314,2,13120,3.99,2022-07-12T16:10:39.091429+01
19970,314,1,13265,2.99,2022-06-14T14:02:13.412623+01
19971,314,2,13553,3.99,2022-06-15T09:01:05.136892+01
19972,314,2,14145,4.99,2022-04-13T00:43:42.011097+01
19973,314,1,14409,4.99,2022-03-15T20:34:22.958811+00:00
19974,314,2,14682,4.99,2022-05-22T14:25:05.602941+01
19975,314,2,14815,4.99,2022-05-31T08:52:09.615679+01
19976,314,2,14873,5.99,2022-06-24T03:21:59.437068+01
19977,314,2,16021,3.99,2022-03-15T19:35:43.532976+00:00
19978,315,2,11254,0.99,2022-07-24T20:07:05.138872+01
19979,315,2,12155,2.99,2022-04-28T23:17:39.772358+01
19980,315,1,14106,2.99,2022-06-09T11:14:59.533961+01
19981,315,2,14162,2.99,2022-04-19T12:55:53.078887+01
19982,315,1,15504,6.99,2022-02-23T16:01:24.210386+00:00
19983,316,1,10438,7.99,2022-05-11T09:40:45.46522+01
19984,316,1,12028,0.99,2022-05-12T19:18:33.198732+01
19985,316,2,12191,0.99,2022-06-03T04:26:50.521668+01
19986,316,2,12823,2.99,2022-04-05T19:22:50.62029+01
19987,316,2,13277,5.99,2022-03-13T00:20:55.125559+00:00
19988,316,1,14226,2.99,2022-04-13T10:30:32.596464+01
19989,316,2,15840,2.99,2022-05-29T16:57:57.885761+01
19990,317,1,10364,2.99,2022-03-10T05:46:35.642590+00:00
19991,317,2,12111,2.99,2022-03-09T12:25:26.597843+00:00
19992,317,2,12138,7.99,2022-06-14T09:34:24.741138+01
19993,317,2,12301,2.99,2022-04-11T17:36:38.563193+01
19994,317,1,13388,4.99,2022-03-11T13:39:11.585632+00:00
19995,317,1,14032,5.99,2022-01-25T15:10:20.008222+00:00
19996,317,2,14385,0.99,2022-07-14T08:49:25.90875+01
19997,317,2,14669,2.99,2022-04-19T07:15:28.614543+01
19998,317,1,14791,4.99,2022-04-12T07:53:45.129063+01
19999,317,1,15204,2.99,2022-05-25T08:46:30.341608+01
20000,317,1,15280,4.99,2022-04-15T13:27:10.697313+01
20001,318,1,14276,2.99,2022-02-16T09:12:58.903270+00:00
20002,319,1,11575,0.99,2022-02-24T13:56:22.043633+00:00
20003,319,2,11598,0.99,2022-03-05T02:18:38.372210+00:00
20004,319,1,11955,6.99,2022-02-25T19:44:13.914952+00:00
20005,319,2,11994,2.99,2022-06-21T18:00:56.684602+01
20006,319,1,12018,4.99,2022-05-21T11:02:56.319022+01
20007,319,2,12424,8.99,2022-03-27T04:54:35.53851+01
20008,319,1,13548,3.99,2022-05-06T14:34:37.321653+01
20009,319,2,14828,4.99,2022-03-01T06:42:36.642623+00:00
20010,319,2,15396,5.99,2022-05-16T19:33:51.782504+01
20011,320,1,11208,0.99,2022-05-12T20:59:15.734355+01
20012,320,2,11560,2.99,2022-04-12T00:14:21.962692+01
20013,320,2,14171,0.99,2022-03-16T03:29:30.871406+00:00
20014,320,1,15302,2.99,2022-05-28T03:37:43.006185+01
20015,321,1,11722,2.99,2022-06-20T10:16:20.506209+01
20016,321,1,12033,6.99,2022-04-11T11:45:02.052978+01
20017,321,2,12034,7.99,2022-03-14T21:38:33.756339+00:00
20018,321,1,12398,4.99,2022-05-09T22:09:26.938303+01
20019,321,2,13623,6.99,2022-02-24T00:10:00.755780+00:00
20020,321,1,15673,6.99,2022-03-14T02:27:35.992258+00:00
20021,321,2,15888,5.99,2022-05-07T02:57:01.208178+01
20022,322,2,11120,4.99,2022-01-29T21:00:05.770319+00:00
20023,322,2,11456,0.99,2022-05-27T23:03:55.950409+01
20024,322,2,13180,4.99,2022-05-22T18:24:18.251816+01
20025,322,1,13650,9.99,2022-02-09T00:03:15.563005+00:00
20026,322,2,14042,4.99,2022-03-12T04:35:49.831856+00:00
20027,322,1,15450,0.99,2022-03-31T15:21:40.493788+01
20028,322,2,15703,8.99,2022-04-27T20:10:42.96467+01
20029,323,1,10298,0.99,2022-02-16T12:42:00.264341+00:00
20030,323,1,10994,3.99,2022-02-05T02:07:27.805582+00:00
20031,323,2,11548,0.99,2022-02-09T05:28:07.009987+00:00
20032,323,1,12120,4.99,2022-02-18T03:36:52.713929+00:00
20033,323,1,12169,2.99,2022-07-26T13:20:36.017167+01
20034,323,1,13140,5.99,2022-06-17T09:46:27.539608+01
20035,323,1,14224,2.99,2022-03-26T13:39:19.797498+00:00
20036,323,1,14957,3.99,2022-07-25T02:13:07.138542+01
20037,323,1,15387,4.99,2022-04-22T00:48:27.525836+01
20038,323,1,15728,0.99,2022-05-28T03:10:07.721279+01
20039,324,1,11617,2.99,2022-06-03T23:25:41.820158+01
20040,324,1,11771,6.99,2022-03-06T17:28:54.702796+00:00
20041,324,2,12543,2.99,2022-01-27T14:55:53.526755+00:00
20042,324,2,13356,0.99,2022-03-24T07:02:58.429304+00:00
20043,324,1,13386,2.99,2022-05-14T21:42:49.771563+01
20044,324,1,14262,8.99,2022-03-11T14:01:42.696180+00:00
20045,324,2,14479,7.99,2022-03-04T10:06:20.180554+00:00
20046,324,1,15263,4.99,2022-05-23T16:50:03.116325+01
20047,325,2,10326,4.99,2022-05-07T01:53:09.68203+01
20048,325,1,10412,0.99,2022-04-09T06:34:56.884308+01
20049,325,2,12097,4.99,2022-06-08T02:52:27.825296+01
20050,325,1,12779,3.99,2022-02-08T15:34:38.157135+00:00
20051,325,2,13054,4.99,2022-05-15T10:30:47.18538+01
20052,325,2,14452,3.99,2022-02-25T09:31:51.110062+00:00
20053,325,1,14672,5.99,2022-06-20T10:01:33.690222+01
20054,325,2,15009,0.99,2022-02-04T07:50:07.244294+00:00
20055,326,2,10720,0.99,2022-06-13T10:28:20.130066+01
20056,326,2,10976,4.99,2022-02-01T09:04:22.687649+00:00
20057,326,2,11010,0.99,2022-02-23T18:48:09.756774+00:00
20058,326,2,11428,2.99,2022-06-23T23:14:51.388514+01
20059,326,2,11485,4.99,2022-05-25T07:09:46.158394+01
20060,326,2,12829,2.99,2022-04-26T10:37:32.03143+01
20061,327,1,10371,0.99,2022-03-20T14:36:18.108203+00:00
20062,327,1,11372,4.99,2022-06-16T09:39:02.101585+01
20063,327,2,11929,6.99,2022-03-06T22:01:24.892080+00:00
20064,327,1,12016,0.99,2022-03-16T00:00:41.256874+00:00
20065,327,2,13158,2.99,2022-03-06T12:13:39.659219+00:00
20066,327,1,13360,4.99,2022-05-03T13:51:32.770343+01
20067,327,1,13448,0.99,2022-06-20T03:27:05.405162+01
20068,327,1,14847,4.99,2022-02-22T17:34:09.373346+00:00
20069,327,2,15365,3.99,2022-05-26T06:43:41.18084+01
20070,327,1,15386,2.99,2022-04-23T01:59:24.786834+01
20071,327,1,15828,5.99,2022-04-20T18:45:37.939512+01
20072,327,1,15916,9.99,2022-05-06T13:25:10.298388+01
20073,327,2,15969,7.99,2022-05-18T20:17:36.361155+01
20074,328,1,11174,2.99,2022-04-05T04:16:30.448215+01
20075,328,1,12175,4.99,2022-06-27T08:41:38.777004+01
20076,328,2,12825,0.99,2022-04-29T23:49:19.651222+01
20077,328,1,13609,2.99,2022-03-09T04:18:56.848024+00:00
20078,328,2,13681,7.99,2022-03-20T18:36:09.995361+00:00
20079,328,1,13907,3.99,2022-07-02T13:36:04.528879+01
20080,328,2,14307,3.99,2022-06-04T22:37:18.770103+01
20081,328,1,14755,3.99,2022-03-15T07:31:07.633205+00:00
20082,328,2,14939,2.99,2022-04-08T16:44:27.687632+01
20083,328,1,15179,4.99,2022-03-16T14:02:43.790181+00:00
20084,328,1,15863,0.99,2022-06-30T05:51:07.53441+01
20085,329,1,10473,7.99,2022-03-08T07:41:07.836869+00:00
20086,329,2,10490,0.99,2022-02-23T00:58:30.028028+00:00
20087,329,1,11130,2.99,2022-07-27T00:52:48.338385+01
